family,run,dataset,method,variant,seed,rho,sigma,eta_f,task1,task2,payload_mb,residual_mb,wall_seconds,final_frozen,mean_frozen,mean_similarity,mean_retention,mean_budget_utilization,mean_stationarity,min_stationarity,residual_l2_final,jain_participation
component,uci_har_no_scheduler_33,uci_har,proposed,no_scheduler,33,0.3,0.6,0.0005,0.8517136070580251,0.999321343739396,226.9008,5.84192,31.170045071000004,0.0,0.0,-0.10056344503627065,1.0,0.9523809523809526,1.8586817313691693,0.6305285569138086,0.2004334330558776,0.991547364748655
component,uci_har_no_scheduler_44,uci_har,proposed,no_scheduler,44,0.3,0.6,0.0005,0.8564642008822532,1.0,226.9008,5.84192,31.16495838899982,0.0,0.0,-0.11393429750151664,1.0,0.9523809523809526,2.246917605848804,0.6341065604720298,0.2348961383104324,0.990322955319318
component,uci_har_no_scheduler_55,uci_har,proposed,no_scheduler,55,0.3,0.6,0.0005,0.8720732948761453,0.999660671869698,226.9008,5.84192,31.44818520600029,0.0,0.0,-0.06083460661927565,1.0,0.9523809523809526,2.3368284273466027,0.6145729119201415,0.1675374656915664,0.9938406419474368
component,cwru_full_11,cwru,proposed,full,11,0.3,0.6,0.0005,0.9739921976592978,0.918075422626788,13.032,0.36352,33.071189857000036,0.0,0.0,-0.07648214398096971,1.0,0.9523809523809526,1.5151765018922554,0.3958556307323378,0.1544798165559768,0.5699870169623914
component,cwru_full_22,cwru,proposed,full,22,0.3,0.6,0.0005,0.9856957087126138,0.8946684005201561,13.032,0.36352,25.04227622999997,0.0,0.0,-0.020849091941174312,1.0,0.9523809523809526,1.2143403491731453,0.3924538413656077,0.144605204463005,0.6149221098660836
component,cwru_full_33,cwru,proposed,full,33,0.3,0.6,0.0005,0.9037711313394018,0.9141742522756828,13.032,0.36352,11.523556428000006,0.0,0.0,-0.1226011351961614,1.0,0.9523809523809526,1.3650117200268392,0.404170047214421,0.1691080927848816,0.5873321163715202
component,cwru_full_44,cwru,proposed,full,44,0.3,0.6,0.0005,0.929778933680104,0.9167750325097528,13.032,0.36352,11.210069558999976,0.0,0.0,-0.05959015475631453,1.0,0.9523809523809526,1.2266065606586063,0.2928310820244405,0.1391077786684036,0.6005126598818621
component,cwru_full_55,cwru,proposed,full,55,0.3,0.6,0.0005,0.9934980494148244,0.906371911573472,13.032,0.36352,8.172316755999987,0.0,0.0,-0.03871865469523731,1.0,0.9523809523809526,1.1528837125224158,0.3536981436325436,0.1347158849239349,0.5971502662294937
component,cwru_no_ef_11,cwru,proposed,no_ef,11,0.3,0.6,0.0005,0.9687906371911572,0.9089726918075424,13.032,0.36352,35.01586222800006,0.0,0.0,-0.09156573996720808,1.0,0.9523809523809526,1.5670029975261188,0.4005350046794913,0.0,0.5733934806577036
component,cwru_no_ef_22,cwru,proposed,no_ef,22,0.3,0.6,0.0005,0.9869960988296488,0.8894668400520156,13.032,0.36352,15.649216518999992,0.0,0.0,-0.02468510829230297,1.0,0.9523809523809526,1.2334691042888486,0.4181814436757238,0.0,0.6076735667625065
component,cwru_no_ef_33,cwru,proposed,no_ef,33,0.3,0.6,0.0005,0.881664499349805,0.9141742522756828,13.032,0.36352,18.06397597499995,0.0,0.0,-0.11684065501882653,1.0,0.9523809523809526,1.3807409639827397,0.4948070084506361,0.0,0.5884842353428374
component,cwru_no_ef_44,cwru,proposed,no_ef,44,0.3,0.6,0.0005,0.9284785435630688,0.918075422626788,13.032,0.36352,7.696499076000009,0.0,0.0,-0.05391433174291518,1.0,0.9523809523809526,1.2308000374131958,0.2982091111937508,0.0,0.5999788896316611
component,cwru_no_ef_55,cwru,proposed,no_ef,55,0.3,0.6,0.0005,0.9947984395318596,0.906371911573472,13.032,0.36352,14.610701227999925,0.0,0.0,-0.007427866213025676,1.0,0.9523809523809526,1.1740885772208298,0.3499316581568401,0.0,0.5923000987166831
component,cwru_no_freeze_11,cwru,proposed,no_freeze,11,0.3,0.6,0.0005,0.9739921976592978,0.918075422626788,13.032,0.36352,14.769562169999972,0.0,0.0,-0.07648214398096971,1.0,0.9523809523809526,1.5151765018922554,0.3958556307323378,0.1544798165559768,0.5699870169623914
component,cwru_no_freeze_22,cwru,proposed,no_freeze,22,0.3,0.6,0.0005,0.9856957087126138,0.8946684005201561,13.032,0.36352,14.7107626290001,0.0,0.0,-0.020849091941174312,1.0,0.9523809523809526,1.2143403491731453,0.3924538413656077,0.144605204463005,0.6149221098660836
component,cwru_no_freeze_33,cwru,proposed,no_freeze,33,0.3,0.6,0.0005,0.9037711313394018,0.9141742522756828,13.032,0.36352,26.839667663,0.0,0.0,-0.1226011351961614,1.0,0.9523809523809526,1.3650117200268392,0.404170047214421,0.1691080927848816,0.5873321163715202
component,cwru_no_freeze_44,cwru,proposed,no_freeze,44,0.3,0.6,0.0005,0.929778933680104,0.9167750325097528,13.032,0.36352,25.044853301000103,0.0,0.0,-0.05959015475631453,1.0,0.9523809523809526,1.2266065606586063,0.2928310820244405,0.1391077786684036,0.6005126598818621
component,cwru_no_freeze_55,cwru,proposed,no_freeze,55,0.3,0.6,0.0005,0.9934980494148244,0.906371911573472,13.032,0.36352,23.133806367000034,0.0,0.0,-0.03871865469523731,1.0,0.9523809523809526,1.1528837125224158,0.3536981436325436,0.1347158849239349,0.5971502662294937
component,cwru_no_taskaware_11,cwru,proposed,no_taskaware,11,0.3,0.6,0.0005,0.9739921976592978,0.918075422626788,13.032,0.36352,16.401383197999962,0.0,0.0,-0.07648214398096971,1.0,0.9523809523809526,1.5151765018922554,0.3958556307323378,0.1544798165559768,0.5699870169623914
component,cwru_no_taskaware_22,cwru,proposed,no_taskaware,22,0.3,0.6,0.0005,0.9856957087126138,0.8946684005201561,13.032,0.36352,28.320158464999963,0.0,0.0,-0.020849091941174312,1.0,0.9523809523809526,1.2143403491731453,0.3924538413656077,0.144605204463005,0.6149221098660836
component,cwru_no_taskaware_33,cwru,proposed,no_taskaware,33,0.3,0.6,0.0005,0.9037711313394018,0.9141742522756828,13.032,0.36352,23.354824580000013,0.0,0.0,-0.1226011351961614,1.0,0.9523809523809526,1.3650117200268392,0.404170047214421,0.1691080927848816,0.5873321163715202
component,cwru_no_taskaware_44,cwru,proposed,no_taskaware,44,0.3,0.6,0.0005,0.929778933680104,0.9167750325097528,13.032,0.36352,22.66492430300002,0.0,0.0,-0.05959015475631453,1.0,0.9523809523809526,1.2266065606586063,0.2928310820244405,0.1391077786684036,0.6005126598818621
component,cwru_no_taskaware_55,cwru,proposed,no_taskaware,55,0.3,0.6,0.0005,0.9934980494148244,0.906371911573472,13.032,0.36352,36.8838118000001,0.0,0.0,-0.03871865469523731,1.0,0.9523809523809526,1.1528837125224158,0.3536981436325436,0.1347158849239349,0.5971502662294937
component,intel_sensor_full_11,intel_sensor,proposed,full,11,0.3,0.6,0.0005,0.2041969448328018,0.0264149475842714,3.2688,0.060736,226.5991760280001,0.0,0.0,-0.05168286049558965,1.0,0.9523809523809526,0.7111312178101213,0.0416952415384383,0.0495038405060768,0.7212728060784598
component,intel_sensor_full_22,intel_sensor,proposed,full,22,0.3,0.6,0.0005,0.24064502120018,0.034254141151905,3.2688,0.060736,194.96089276600014,0.0,0.0,0.003170862983014186,1.0,0.9523809523809526,0.8143913382078136,0.0854424887373081,0.0469743236899375,0.6941877842232971
component,intel_sensor_full_33,intel_sensor,proposed,full,33,0.3,0.6,0.0005,0.2386353760957718,0.0416991636157035,3.2688,0.060736,187.83184813699995,0.0,0.0,-0.005271605106112711,1.0,0.9523809523809526,0.8190566047562863,0.0202444559292475,0.0423204153776168,0.7285947464945653
component,intel_sensor_full_44,intel_sensor,proposed,full,44,0.3,0.6,0.0005,0.1651689112186432,0.0432447828352451,3.2688,0.060736,12.333446003000063,0.0,0.0,-0.03565082643367404,1.0,0.9523809523809526,1.0535409286001933,0.0558487088952791,0.050819743424654,0.7138613476358245
component,intel_sensor_full_55,intel_sensor,proposed,full,55,0.3,0.6,0.0005,0.2085681706666946,0.0386354327201843,3.2688,0.060736,12.22060284700001,0.0,0.0,-0.003769286391993451,1.0,0.9523809523809526,0.9812712536502571,0.0953658513962113,0.0577703192830085,0.734680383421529
component,intel_sensor_no_ef_11,intel_sensor,proposed,no_ef,11,0.3,0.6,0.0005,0.1999429315328598,0.0250056385993957,3.2688,0.060736,13.578322144999902,0.0,0.0,-0.049020915392713124,1.0,0.9523809523809526,0.7145284565669964,0.0307350592927715,0.0,0.7210964672393523
component,intel_sensor_no_ef_22,intel_sensor,proposed,no_ef,22,0.3,0.6,0.0005,0.2501609325408935,0.0344770848751068,3.2688,0.060736,14.83471134599995,0.0,0.0,0.008630962235563493,1.0,0.9523809523809526,0.8624792586519868,0.0861629644038659,0.0,0.7243038132583813
component,intel_sensor_no_ef_33,intel_sensor,proposed,no_ef,33,0.3,0.6,0.0005,0.2307139337062835,0.0389550365507602,3.2688,0.060736,13.771821767999882,0.0,0.0,-0.0062028120976861684,1.0,0.9523809523809526,0.8297212343319813,0.0257165080617495,0.0,0.7062342391514029
component,intel_sensor_no_ef_44,intel_sensor,proposed,no_ef,44,0.3,0.6,0.0005,0.1742472499608993,0.0446494445204734,3.2688,0.060736,12.855278215999988,0.0,0.0,-0.031277417113703895,1.0,0.9523809523809526,1.092289242225781,0.1228406555237056,0.0,0.7356236658306894
component,intel_sensor_no_ef_55,intel_sensor,proposed,no_ef,55,0.3,0.6,0.0005,0.2252443581819534,0.0477806404232978,3.2688,0.060736,12.725412611000138,0.0,0.0,-0.013235298069233863,1.0,0.9523809523809526,1.0239387697519446,0.085256589986509,0.0,0.7374291376688021
component,intel_sensor_no_freeze_11,intel_sensor,proposed,no_freeze,11,0.3,0.6,0.0005,0.2041969448328018,0.0264149475842714,3.2688,0.060736,12.218806488999917,0.0,0.0,-0.05168286049558965,1.0,0.9523809523809526,0.7111312178101213,0.0416952415384383,0.0495038405060768,0.7212728060784598
component,intel_sensor_no_freeze_22,intel_sensor,proposed,no_freeze,22,0.3,0.6,0.0005,0.24064502120018,0.034254141151905,3.2688,0.060736,12.753550011000016,0.0,0.0,0.003170862983014186,1.0,0.9523809523809526,0.8143913382078136,0.0854424887373081,0.0469743236899375,0.6941877842232971
component,intel_sensor_no_freeze_33,intel_sensor,proposed,no_freeze,33,0.3,0.6,0.0005,0.2386353760957718,0.0416991636157035,3.2688,0.060736,13.20827040600011,0.0,0.0,-0.005271605106112711,1.0,0.9523809523809526,0.8190566047562863,0.0202444559292475,0.0423204153776168,0.7285947464945653
component,intel_sensor_no_freeze_44,intel_sensor,proposed,no_freeze,44,0.3,0.6,0.0005,0.1651689112186432,0.0432447828352451,3.2688,0.060736,12.35690435399988,0.0,0.0,-0.03565082643367404,1.0,0.9523809523809526,1.0535409286001933,0.0558487088952791,0.050819743424654,0.7138613476358245
component,intel_sensor_no_freeze_55,intel_sensor,proposed,no_freeze,55,0.3,0.6,0.0005,0.2085681706666946,0.0386354327201843,3.2688,0.060736,12.144765330000155,0.0,0.0,-0.003769286391993451,1.0,0.9523809523809526,0.9812712536502571,0.0953658513962113,0.0577703192830085,0.734680383421529
component,intel_sensor_no_taskaware_11,intel_sensor,proposed,no_taskaware,11,0.3,0.6,0.0005,0.2041969448328018,0.0264149475842714,3.2688,0.060736,13.497389887000054,0.0,0.0,-0.05168286049558965,1.0,0.9523809523809526,0.7111312178101213,0.0416952415384383,0.0495038405060768,0.7212728060784598
component,intel_sensor_no_taskaware_22,intel_sensor,proposed,no_taskaware,22,0.3,0.6,0.0005,0.24064502120018,0.034254141151905,3.2688,0.060736,13.580875751999884,0.0,0.0,0.003170862983014186,1.0,0.9523809523809526,0.8143913382078136,0.0854424887373081,0.0469743236899375,0.6941877842232971
component,intel_sensor_no_taskaware_33,intel_sensor,proposed,no_taskaware,33,0.3,0.6,0.0005,0.2386353760957718,0.0416991636157035,3.2688,0.060736,13.583920055999897,0.0,0.0,-0.005271605106112711,1.0,0.9523809523809526,0.8190566047562863,0.0202444559292475,0.0423204153776168,0.7285947464945653
component,intel_sensor_no_taskaware_44,intel_sensor,proposed,no_taskaware,44,0.3,0.6,0.0005,0.1651689112186432,0.0432447828352451,3.2688,0.060736,13.59202726400008,0.0,0.0,-0.03565082643367404,1.0,0.9523809523809526,1.0535409286001933,0.0558487088952791,0.050819743424654,0.7138613476358245
component,intel_sensor_no_taskaware_55,intel_sensor,proposed,no_taskaware,55,0.3,0.6,0.0005,0.2085681706666946,0.0386354327201843,3.2688,0.060736,14.19035087300017,0.0,0.0,-0.003769286391993451,1.0,0.9523809523809526,0.9812712536502571,0.0953658513962113,0.0577703192830085,0.734680383421529
component,uci_har_full_11,uci_har,proposed,full,11,0.3,0.6,0.0005,0.8819138106549033,0.999660671869698,226.9008,5.84192,252.44113940400007,0.0,0.0,-0.10845056668151784,1.0,0.9523809523809526,2.50730625101631,0.7216973179755204,0.1845818608999252,0.6372320527722545
component,uci_har_full_22,uci_har,proposed,full,22,0.3,0.6,0.0005,0.8659653885307091,0.999321343739396,226.9008,5.84192,153.7669533799999,0.0,0.0,-0.025376884428201126,1.0,0.9523809523809526,2.653425416536585,0.767553962862776,0.2670641243457794,0.701508242721852
component,uci_har_full_33,uci_har,proposed,full,33,0.3,0.6,0.0005,0.8581608415337632,0.999321343739396,226.9008,5.84192,186.2521227310001,0.0,0.0,-0.08907057165123732,1.0,0.9523809523809526,2.11954160065413,0.7672479530154024,0.2049895226955413,0.6666337464816552
component,uci_har_full_44,uci_har,proposed,full,44,0.3,0.6,0.0005,0.8612147947064812,0.999660671869698,226.9008,5.84192,115.54159719899985,0.0,0.0,-0.11535482035257422,1.0,0.9523809523809526,2.900640655009429,0.7872368932882936,0.2516871094703674,0.6783280469804981
component,uci_har_full_55,uci_har,proposed,full,55,0.3,0.6,0.0005,0.8822531387852053,0.999660671869698,226.9008,5.84192,20.418076719999817,0.0,0.0,-0.05130767099959958,1.0,0.9523809523809526,2.480537840981781,0.7909435989806687,0.1813111901283264,0.6859363984528324
component,uci_har_no_ef_11,uci_har,proposed,no_ef,11,0.3,0.6,0.0005,0.8795385137427892,0.999660671869698,226.9008,5.84192,20.27569870100001,0.0,0.0,-0.12369877060718602,1.0,0.9523809523809526,2.5962656290704196,0.5919555137412216,0.0,0.6442312472038574
component,uci_har_no_ef_22,uci_har,proposed,no_ef,22,0.3,0.6,0.0005,0.8629114353579912,0.998982015609094,226.179273,5.84192,21.576794866,0.0,0.0,-0.005494072594616221,0.9968186888970022,0.9523809523809526,2.7385241579696666,0.692836823684314,0.0,0.6915422673195053
component,uci_har_no_ef_33,uci_har,proposed,no_ef,33,0.3,0.6,0.0005,0.8574821852731591,0.998982015609094,226.9008,5.84192,19.355356509999865,0.0,0.0,-0.10825651248268434,1.0,0.9523809523809526,2.0425068595923355,0.7230949801947126,0.0,0.673222971863851
component,uci_har_no_ef_44,uci_har,proposed,no_ef,44,0.3,0.6,0.0005,0.8527315914489311,0.999660671869698,226.9008,5.84192,18.42807989999983,0.0,0.0,-0.12641087299093154,1.0,0.9523809523809526,3.206575863126115,0.9160715150128242,0.0,0.6963025047548435
component,uci_har_no_ef_55,uci_har,proposed,no_ef,55,0.3,0.6,0.0005,0.8737699355276553,0.999660671869698,226.9008,5.84192,19.06507641799999,0.0,0.0,-0.06258868974312538,1.0,0.9523809523809526,2.539527214805487,0.8034738028661036,0.0,0.7060330963909506
component,uci_har_no_freeze_11,uci_har,proposed,no_freeze,11,0.3,0.6,0.0005,0.8819138106549033,0.999660671869698,226.9008,5.84192,19.867441984999914,0.0,0.0,-0.10845056668151784,1.0,0.9523809523809526,2.50730625101631,0.7216973179755204,0.1845818608999252,0.6372320527722545
component,uci_har_no_freeze_22,uci_har,proposed,no_freeze,22,0.3,0.6,0.0005,0.8659653885307091,0.999321343739396,226.9008,5.84192,19.599275060999844,0.0,0.0,-0.025376884428201126,1.0,0.9523809523809526,2.653425416536585,0.767553962862776,0.2670641243457794,0.701508242721852
component,uci_har_no_freeze_33,uci_har,proposed,no_freeze,33,0.3,0.6,0.0005,0.8581608415337632,0.999321343739396,226.9008,5.84192,20.3805455050001,0.0,0.0,-0.08907057165123732,1.0,0.9523809523809526,2.11954160065413,0.7672479530154024,0.2049895226955413,0.6666337464816552
component,uci_har_no_freeze_44,uci_har,proposed,no_freeze,44,0.3,0.6,0.0005,0.8612147947064812,0.999660671869698,226.9008,5.84192,19.978666521999912,0.0,0.0,-0.11535482035257422,1.0,0.9523809523809526,2.900640655009429,0.7872368932882936,0.2516871094703674,0.6783280469804981
component,uci_har_no_freeze_55,uci_har,proposed,no_freeze,55,0.3,0.6,0.0005,0.8822531387852053,0.999660671869698,226.9008,5.84192,19.005097231000036,0.0,0.0,-0.05130767099959958,1.0,0.9523809523809526,2.480537840981781,0.7909435989806687,0.1813111901283264,0.6859363984528324
component,uci_har_no_taskaware_11,uci_har,proposed,no_taskaware,11,0.3,0.6,0.0005,0.8819138106549033,0.999660671869698,226.9008,5.84192,19.670736743000134,0.0,0.0,-0.10845056668151784,1.0,0.9523809523809526,2.50730625101631,0.7216973179755204,0.1845818608999252,0.6372320527722545
component,uci_har_no_taskaware_22,uci_har,proposed,no_taskaware,22,0.3,0.6,0.0005,0.8659653885307091,0.999321343739396,226.9008,5.84192,19.21468853800002,0.0,0.0,-0.025376884428201126,1.0,0.9523809523809526,2.653425416536585,0.767553962862776,0.2670641243457794,0.701508242721852
component,uci_har_no_taskaware_33,uci_har,proposed,no_taskaware,33,0.3,0.6,0.0005,0.8581608415337632,0.999321343739396,226.9008,5.84192,19.365399325999988,0.0,0.0,-0.08907057165123732,1.0,0.9523809523809526,2.11954160065413,0.7672479530154024,0.2049895226955413,0.6666337464816552
component,uci_har_no_taskaware_44,uci_har,proposed,no_taskaware,44,0.3,0.6,0.0005,0.8612147947064812,0.999660671869698,226.9008,5.84192,19.65856792799991,0.0,0.0,-0.11535482035257422,1.0,0.9523809523809526,2.900640655009429,0.7872368932882936,0.2516871094703674,0.6783280469804981
component,uci_har_no_taskaware_55,uci_har,proposed,no_taskaware,55,0.3,0.6,0.0005,0.8822531387852053,0.999660671869698,226.9008,5.84192,20.591989386000023,0.0,0.0,-0.05130767099959958,1.0,0.9523809523809526,2.480537840981781,0.7909435989806687,0.1813111901283264,0.6859363984528324
rho,cwru_rho0.1_11,cwru,proposed,full,11,0.1,0.6,0.0005,0.9778933680104032,0.9141742522756828,4.4208,0.36352,14.809742540000002,0.0,0.0,-0.027187343555039867,1.0,0.9523809523809526,1.5253998075688335,0.3919879711578218,0.6988280415534973,0.5835787426039499
rho,cwru_rho0.1_22,cwru,proposed,full,22,0.1,0.6,0.0005,0.9830949284785436,0.8946684005201561,4.4208,0.36352,11.705350860999943,0.0,0.0,-0.01148778213538416,1.0,0.9523809523809526,1.215130748379343,0.4277873667674887,0.6489158868789673,0.6134992558481248
rho,cwru_rho0.1_33,cwru,proposed,full,33,0.1,0.6,0.0005,0.8959687906371911,0.9154746423927178,4.4208,0.36352,7.9788293649999105,0.0,0.0,-0.09798635442887442,1.0,0.9523809523809526,1.3706904194481808,0.4269198127754693,0.7248905301094055,0.5952173186194633
rho,cwru_rho0.1_44,cwru,proposed,full,44,0.1,0.6,0.0005,0.9284785435630688,0.9167750325097528,4.4208,0.36352,25.003238484000008,0.0,0.0,-0.04558728670243735,1.0,0.9523809523809526,1.224975745605878,0.2744052129616044,0.6286078691482544,0.603207050820194
rho,cwru_rho0.1_55,cwru,proposed,full,55,0.1,0.6,0.0005,0.9934980494148244,0.9050715214564368,4.4208,0.36352,24.834398373,0.0,0.0,-0.022061720442223442,1.0,0.9523809523809526,1.156998432545605,0.3542411812398676,0.6080406308174133,0.5898534287051079
rho,cwru_rho0.3_11,cwru,proposed,full,11,0.3,0.6,0.0005,0.9739921976592978,0.918075422626788,13.032,0.36352,23.76790685900005,0.0,0.0,-0.07648214398096971,1.0,0.9523809523809526,1.5151765018922554,0.3958556307323378,0.1544798165559768,0.5699870169623914
rho,cwru_rho0.3_22,cwru,proposed,full,22,0.3,0.6,0.0005,0.9856957087126138,0.8946684005201561,13.032,0.36352,12.03763812200009,0.0,0.0,-0.020849091941174312,1.0,0.9523809523809526,1.2143403491731453,0.3924538413656077,0.144605204463005,0.6149221098660836
rho,cwru_rho0.3_33,cwru,proposed,full,33,0.3,0.6,0.0005,0.9037711313394018,0.9141742522756828,13.032,0.36352,11.852794323000012,0.0,0.0,-0.1226011351961614,1.0,0.9523809523809526,1.3650117200268392,0.404170047214421,0.1691080927848816,0.5873321163715202
rho,cwru_rho0.3_44,cwru,proposed,full,44,0.3,0.6,0.0005,0.929778933680104,0.9167750325097528,13.032,0.36352,10.793578282999988,0.0,0.0,-0.05959015475631453,1.0,0.9523809523809526,1.2266065606586063,0.2928310820244405,0.1391077786684036,0.6005126598818621
rho,cwru_rho0.3_55,cwru,proposed,full,55,0.3,0.6,0.0005,0.9934980494148244,0.906371911573472,13.032,0.36352,5.776466112000094,0.0,0.0,-0.03871865469523731,1.0,0.9523809523809526,1.1528837125224158,0.3536981436325436,0.1347158849239349,0.5971502662294937
rho,cwru_rho0.5_11,cwru,proposed,full,11,0.5,0.6,0.0005,0.976592977893368,0.9128738621586476,21.5712,0.36352,16.194175448999886,0.0,0.0,-0.0936141816255353,1.0,0.9523809523809526,1.5252781545535525,0.3872542968245882,0.051747940480709,0.5712724034875828
rho,cwru_rho0.5_22,cwru,proposed,full,22,0.5,0.6,0.0005,0.9856957087126138,0.8972691807542262,21.5712,0.36352,27.726844088999997,0.0,0.0,-0.022582205444773278,1.0,0.9523809523809526,1.212162338391863,0.3793382873361601,0.0461946874856948,0.6166061161998032
rho,cwru_rho0.5_33,cwru,proposed,full,33,0.5,0.6,0.0005,0.9128738621586476,0.9141742522756828,21.5712,0.36352,29.032204252000156,0.0,0.0,-0.13056641701056138,1.0,0.9523809523809526,1.3573576354782018,0.4296922168724183,0.0545726455748081,0.5906556094964296
rho,cwru_rho0.5_44,cwru,proposed,full,44,0.5,0.6,0.0005,0.9284785435630688,0.9167750325097528,21.5712,0.36352,36.11776279599985,0.0,0.0,-0.06603733869110659,1.0,0.9523809523809526,1.2288298260139137,0.2865756095778462,0.0472174547612667,0.6009726854204769
rho,cwru_rho0.5_55,cwru,proposed,full,55,0.5,0.6,0.0005,0.9934980494148244,0.906371911573472,21.5712,0.36352,39.67414030000009,0.0,0.0,-0.039182939874361396,1.0,0.9523809523809526,1.1523146125993828,0.3578417667679959,0.0441420897841453,0.5915776865660741
rho,intel_sensor_rho0.1_11,intel_sensor,proposed,full,11,0.1,0.6,0.0005,0.1981641054153442,0.0268176477402448,1.1808,0.060736,192.98670551399994,0.0,0.0,-0.056299818801820604,1.0,0.9523809523809526,0.7184725946310047,0.0487791706217651,0.2244379818439483,0.7157052911164407
rho,intel_sensor_rho0.1_22,intel_sensor,proposed,full,22,0.1,0.6,0.0005,0.2483371794223785,0.0347446352243423,1.1808,0.060736,196.18208409399995,0.0,0.0,0.0069361868127539835,1.0,0.9523809523809526,0.7987487947080893,0.0837247826693911,0.2253886461257934,0.6967105157055538
rho,intel_sensor_rho0.1_33,intel_sensor,proposed,full,33,0.1,0.6,0.0005,0.2411193400621414,0.0420308522880077,1.1808,0.060736,193.32435336899994,0.0,0.0,0.0012098848828480432,1.0,0.9523809523809526,0.8407542750596658,0.0229618805007888,0.19431072473526,0.7217939788347282
rho,intel_sensor_rho0.1_44,intel_sensor,proposed,full,44,0.1,0.6,0.0005,0.1722557246685028,0.0455372706055641,1.1808,0.060736,171.57233829100005,0.0,0.0,-0.024989981832861777,1.0,0.9523809523809526,1.0728075372916543,0.1004875532392577,0.244361937046051,0.741858701790776
rho,intel_sensor_rho0.1_55,intel_sensor,proposed,full,55,0.1,0.6,0.0005,0.2135986387729644,0.0400964356958866,1.1808,0.060736,14.205551315000093,0.0,0.0,0.012945900451488737,1.0,0.9523809523809526,0.9599516864677343,0.0329563618706972,0.2408160418272018,0.7336649997299706
rho,intel_sensor_rho0.3_11,intel_sensor,proposed,full,11,0.3,0.6,0.0005,0.2041969448328018,0.0264149475842714,3.2688,0.060736,14.272326956999905,0.0,0.0,-0.05168286049558965,1.0,0.9523809523809526,0.7111312178101213,0.0416952415384383,0.0495038405060768,0.7212728060784598
rho,intel_sensor_rho0.3_22,intel_sensor,proposed,full,22,0.3,0.6,0.0005,0.24064502120018,0.034254141151905,3.2688,0.060736,13.10268882399987,0.0,0.0,0.003170862983014186,1.0,0.9523809523809526,0.8143913382078136,0.0854424887373081,0.0469743236899375,0.6941877842232971
rho,intel_sensor_rho0.3_33,intel_sensor,proposed,full,33,0.3,0.6,0.0005,0.2386353760957718,0.0416991636157035,3.2688,0.060736,11.95294398100009,0.0,0.0,-0.005271605106112711,1.0,0.9523809523809526,0.8190566047562863,0.0202444559292475,0.0423204153776168,0.7285947464945653
rho,intel_sensor_rho0.3_44,intel_sensor,proposed,full,44,0.3,0.6,0.0005,0.1651689112186432,0.0432447828352451,3.2688,0.060736,12.615743408000071,0.0,0.0,-0.03565082643367404,1.0,0.9523809523809526,1.0535409286001933,0.0558487088952791,0.050819743424654,0.7138613476358245
rho,intel_sensor_rho0.3_55,intel_sensor,proposed,full,55,0.3,0.6,0.0005,0.2085681706666946,0.0386354327201843,3.2688,0.060736,12.3202720459999,0.0,0.0,-0.003769286391993451,1.0,0.9523809523809526,0.9812712536502571,0.0953658513962113,0.0577703192830085,0.734680383421529
rho,intel_sensor_rho0.5_11,intel_sensor,proposed,full,11,0.5,0.6,0.0005,0.2085595726966858,0.0267609059810638,5.3568,0.060736,12.604476551000062,0.0,0.0,-0.045252168123196004,1.0,0.9523809523809526,0.6997601904387012,0.027064361034689,0.020407436415553,0.7259208524461684
rho,intel_sensor_rho0.5_22,intel_sensor,proposed,full,22,0.5,0.6,0.0005,0.2372462749481201,0.0342618711292743,5.3568,0.060736,14.276094130000047,0.0,0.0,0.003972811700772367,1.0,0.9523809523809526,0.8231897692974385,0.0952448763307436,0.0174555554986,0.7273073376331264
rho,intel_sensor_rho0.5_33,intel_sensor,proposed,full,33,0.5,0.6,0.0005,0.2395940572023391,0.039636306464672,5.3568,0.060736,13.709118212999783,0.0,0.0,-0.009039325759889812,1.0,0.9523809523809526,0.8155835210148479,0.0241863216792029,0.0140976272523403,0.7046448492092645
rho,intel_sensor_rho0.5_44,intel_sensor,proposed,full,44,0.5,0.6,0.0005,0.1650481224060058,0.04081492125988,5.3568,0.060736,13.488990331999958,0.0,0.0,-0.03512328044724134,1.0,0.9523809523809526,1.0693151962750995,0.1119345698298316,0.0132222091779112,0.724504890911142
rho,intel_sensor_rho0.5_55,intel_sensor,proposed,full,55,0.5,0.6,0.0005,0.2162286788225174,0.0403098203241825,5.3568,0.060736,14.102091746000042,0.0,0.0,-0.008219130013615952,1.0,0.9523809523809526,0.9532612757344028,0.1041432660010348,0.0175883285701274,0.750551533760167
rho,uci_har_rho0.1_11,uci_har,proposed,full,11,0.1,0.6,0.0005,0.8829317950458093,0.999660671869698,75.7008,5.84192,99.23149259000002,0.0,0.0,-0.06141473138732233,1.0,0.9523809523809526,2.479141640527545,0.669688998977526,0.8921036720275879,0.6505815074214483
rho,uci_har_rho0.1_22,uci_har,proposed,full,22,0.1,0.6,0.0005,0.8676620291822192,0.999321343739396,75.7008,5.84192,89.50965798999994,0.0,0.0,0.004917965480766132,1.0,0.9523809523809526,2.6549974474532263,0.6930361153638238,1.1309033632278442,0.699682767288535
rho,uci_har_rho0.1_33,uci_har,proposed,full,33,0.1,0.6,0.0005,0.8622327790973872,0.998982015609094,75.7008,5.84192,118.83882020799979,0.0,0.0,-0.036764807669163076,1.0,0.9523809523809526,2.094392644943206,0.7109397107503646,0.9367387890815736,0.663640683631835
