family,run,dataset,method,variant,seed,rho,sigma,eta_f,task1,task2,payload_mb,residual_mb,wall_seconds,final_frozen,mean_frozen,mean_similarity,mean_retention,mean_budget_utilization,mean_stationarity,min_stationarity,residual_l2_final,jain_participation
rho,uci_har_rho0.1_44,uci_har,proposed,full,44,0.1,0.6,0.0005,0.8639294197488971,1.0,75.7008,5.84192,76.0956666300001,0.0,0.0,-0.08835785759026961,1.0,0.9523809523809526,2.9999293454659006,0.7499361223077724,1.0679155588150024,0.7151923183047293
rho,uci_har_rho0.1_55,uci_har,proposed,full,55,0.1,0.6,0.0005,0.8802171700033933,0.999660671869698,75.7008,5.84192,106.84428557200022,0.0,0.0,-0.0078118136402976065,1.0,0.9523809523809526,2.4996655023206205,0.595798673760751,0.8772396445274353,0.7026522955477001
rho,uci_har_rho0.3_11,uci_har,proposed,full,11,0.3,0.6,0.0005,0.8819138106549033,0.999660671869698,226.9008,5.84192,87.31273027299994,0.0,0.0,-0.10845056668151784,1.0,0.9523809523809526,2.50730625101631,0.7216973179755204,0.1845818608999252,0.6372320527722545
rho,uci_har_rho0.3_22,uci_har,proposed,full,22,0.3,0.6,0.0005,0.8659653885307091,0.999321343739396,226.9008,5.84192,91.03110516399988,0.0,0.0,-0.025376884428201126,1.0,0.9523809523809526,2.653425416536585,0.767553962862776,0.2670641243457794,0.701508242721852
rho,uci_har_rho0.3_33,uci_har,proposed,full,33,0.3,0.6,0.0005,0.8581608415337632,0.999321343739396,226.9008,5.84192,99.36147523399995,0.0,0.0,-0.08907057165123732,1.0,0.9523809523809526,2.11954160065413,0.7672479530154024,0.2049895226955413,0.6666337464816552
rho,uci_har_rho0.3_44,uci_har,proposed,full,44,0.3,0.6,0.0005,0.8612147947064812,0.999660671869698,226.9008,5.84192,19.094777258000022,0.0,0.0,-0.11535482035257422,1.0,0.9523809523809526,2.900640655009429,0.7872368932882936,0.2516871094703674,0.6783280469804981
rho,uci_har_rho0.3_55,uci_har,proposed,full,55,0.3,0.6,0.0005,0.8822531387852053,0.999660671869698,226.9008,5.84192,19.897696432999965,0.0,0.0,-0.05130767099959958,1.0,0.9523809523809526,2.480537840981781,0.7909435989806687,0.1813111901283264,0.6859363984528324
rho,uci_har_rho0.5_11,uci_har,proposed,full,11,0.5,0.6,0.0005,0.8842891075670173,0.999660671869698,378.0,5.84192,20.628704495999727,0.0,0.0,-0.1302610072808244,1.0,0.9523809523809526,2.4923778466459527,0.7418045387717676,0.0508778914809227,0.6560444166368005
rho,uci_har_rho0.5_22,uci_har,proposed,full,22,0.5,0.6,0.0005,0.8632507634882932,0.999321343739396,378.0,5.84192,20.331433023000045,0.0,0.0,-0.05771196881569291,1.0,0.9523809523809526,2.638817904259413,0.6544189560557306,0.0850103944540023,0.7047538255734281
rho,uci_har_rho0.5_33,uci_har,proposed,full,33,0.5,0.6,0.0005,0.8646080760095012,0.998982015609094,378.0,5.84192,20.501206466999975,0.0,0.0,-0.1256675642763661,1.0,0.9523809523809526,2.1247610731869084,0.69620175712657,0.055154088884592,0.6685126419041881
rho,uci_har_rho0.5_44,uci_har,proposed,full,44,0.5,0.6,0.0005,0.836104513064133,1.0,378.0,5.84192,20.566025165000156,0.0,0.0,-0.13170844916488753,1.0,0.9523809523809526,2.729068763576598,0.7944531240110518,0.0774440169334411,0.6630594052111558
rho,uci_har_rho0.5_55,uci_har,proposed,full,55,0.5,0.6,0.0005,0.8815744825246012,0.999660671869698,378.0,5.84192,19.275260851999974,0.0,0.0,-0.06791730618023148,1.0,0.9523809523809526,2.47876213473285,0.7421547869347979,0.0470260865986347,0.6878060896313232
sigma,cwru_sigma0.0_11,cwru,proposed,full,11,0.3,0.0,0.0005,0.9778933680104032,0.9193758127438232,12.598176,0.36352,13.93212219999998,0.0,0.0,-0.07254821203368904,0.9664124431448992,0.9523809523809526,1.514411699341117,0.3899439265361938,0.1650705188512802,0.5691939581115409
sigma,cwru_sigma0.0_22,cwru,proposed,full,22,0.3,0.0,0.0005,0.9869960988296488,0.8946684005201561,12.214348,0.36352,24.769825576000017,0.0,0.0,-0.015098332166448314,0.9366922514619883,0.9523809523809526,1.2115878120804129,0.4149699645399684,0.1600699722766876,0.615480473692009
sigma,cwru_sigma0.0_33,cwru,proposed,full,33,0.3,0.0,0.0005,0.9336801040312094,0.9154746423927178,12.620975,0.36352,27.93757963900009,0.0,0.0,-0.11788266364313799,0.9681737329434696,0.9523809523809526,1.3610028376612753,0.4233763941776285,0.172409325838089,0.5886820426540113
sigma,cwru_sigma0.0_44,cwru,proposed,full,44,0.3,0.0,0.0005,0.9310793237971392,0.9167750325097528,12.435817,0.36352,16.929748932000052,0.0,0.0,-0.051789679445617944,0.9538385315139704,0.9523809523809526,1.2270732024169213,0.2792173506451557,0.1531213968992233,0.5971073466318723
sigma,cwru_sigma0.0_55,cwru,proposed,full,55,0.3,0.0,0.0005,0.9934980494148244,0.9050715214564368,12.164071,0.36352,12.051544079999985,0.0,0.0,-0.02927450351652683,0.932802550357375,0.9523809523809526,1.1500725025521317,0.3447417007070721,0.1517656147480011,0.5952446565769023
sigma,cwru_sigma0.3_11,cwru,proposed,full,11,0.3,0.3,0.0005,0.9739921976592978,0.9154746423927178,13.028332,0.36352,15.122902386999954,0.0,0.0,-0.07687479086712677,0.9997161306042884,0.9523809523809526,1.5244169402623966,0.3984801143159535,0.1562180668115615,0.5732605787808658
sigma,cwru_sigma0.3_22,cwru,proposed,full,22,0.3,0.3,0.0005,0.9869960988296488,0.8946684005201561,13.027518,0.36352,8.763501325999982,0.0,0.0,-0.0211229374410291,0.99965318388564,0.9523809523809526,1.2134237370499643,0.3942145355705329,0.1467747241258621,0.6107146492349103
sigma,cwru_sigma0.3_33,cwru,proposed,full,33,0.3,0.3,0.0005,0.8907672301690507,0.9154746423927178,13.020903,0.36352,7.504391360999989,0.0,0.0,-0.12003997348749089,0.9991406757634828,0.9523809523809526,1.3610055221834096,0.3945721776421351,0.1666253209114074,0.5899973595797179
sigma,cwru_sigma0.3_44,cwru,proposed,full,44,0.3,0.3,0.0005,0.929778933680104,0.9167750325097528,13.025034,0.36352,7.288950937000095,0.0,0.0,-0.05917548559220182,0.9994606887589342,0.9523809523809526,1.2272504080424016,0.2863166973790134,0.140563279390335,0.6012269483278839
sigma,cwru_sigma0.3_55,cwru,proposed,full,55,0.3,0.3,0.0005,0.9934980494148244,0.906371911573472,13.006935,0.36352,5.660894167000038,0.0,0.0,-0.037312476358246596,0.9980592105263159,0.9523809523809526,1.1503422051481105,0.33240316434975,0.1357460916042328,0.6043254031167523
sigma,cwru_sigma0.6_11,cwru,proposed,full,11,0.3,0.6,0.0005,0.9739921976592978,0.918075422626788,13.032,0.36352,10.090015379999954,0.0,0.0,-0.07648214398096971,1.0,0.9523809523809526,1.5151765018922554,0.3958556307323378,0.1544798165559768,0.5699870169623914
sigma,cwru_sigma0.6_22,cwru,proposed,full,22,0.3,0.6,0.0005,0.9856957087126138,0.8946684005201561,13.032,0.36352,16.145870912999953,0.0,0.0,-0.020849091941174312,1.0,0.9523809523809526,1.2143403491731453,0.3924538413656077,0.144605204463005,0.6149221098660836
sigma,cwru_sigma0.6_33,cwru,proposed,full,33,0.3,0.6,0.0005,0.9037711313394018,0.9141742522756828,13.032,0.36352,27.231259177999846,0.0,0.0,-0.1226011351961614,1.0,0.9523809523809526,1.3650117200268392,0.404170047214421,0.1691080927848816,0.5873321163715202
sigma,cwru_sigma0.6_44,cwru,proposed,full,44,0.3,0.6,0.0005,0.929778933680104,0.9167750325097528,13.032,0.36352,12.4385294289998,0.0,0.0,-0.05959015475631453,1.0,0.9523809523809526,1.2266065606586063,0.2928310820244405,0.1391077786684036,0.6005126598818621
sigma,cwru_sigma0.6_55,cwru,proposed,full,55,0.3,0.6,0.0005,0.9934980494148244,0.906371911573472,13.032,0.36352,9.943939577000037,0.0,0.0,-0.03871865469523731,1.0,0.9523809523809526,1.1528837125224158,0.3536981436325436,0.1347158849239349,0.5971502662294937
sigma,cwru_sigma0.9_11,cwru,proposed,full,11,0.3,0.9,0.0005,0.9739921976592978,0.918075422626788,13.032,0.36352,12.777951911999935,0.0,0.0,-0.07648214398096971,1.0,0.9523809523809526,1.5151765018922554,0.3958556307323378,0.1544798165559768,0.5699870169623914
sigma,cwru_sigma0.9_22,cwru,proposed,full,22,0.3,0.9,0.0005,0.9856957087126138,0.8946684005201561,13.032,0.36352,5.811828559000105,0.0,0.0,-0.020849091941174312,1.0,0.9523809523809526,1.2143403491731453,0.3924538413656077,0.144605204463005,0.6149221098660836
sigma,cwru_sigma0.9_33,cwru,proposed,full,33,0.3,0.9,0.0005,0.9037711313394018,0.9141742522756828,13.032,0.36352,5.5477522319999935,0.0,0.0,-0.1226011351961614,1.0,0.9523809523809526,1.3650117200268392,0.404170047214421,0.1691080927848816,0.5873321163715202
sigma,cwru_sigma0.9_44,cwru,proposed,full,44,0.3,0.9,0.0005,0.929778933680104,0.9167750325097528,13.032,0.36352,30.487174075999974,0.0,0.0,-0.05959015475631453,1.0,0.9523809523809526,1.2266065606586063,0.2928310820244405,0.1391077786684036,0.6005126598818621
sigma,cwru_sigma0.9_55,cwru,proposed,full,55,0.3,0.9,0.0005,0.9934980494148244,0.906371911573472,13.032,0.36352,22.033727161999877,0.0,0.0,-0.03871865469523731,1.0,0.9523809523809526,1.1528837125224158,0.3536981436325436,0.1347158849239349,0.5971502662294937
sigma,cwru_sigma1.0_11,cwru,proposed,full,11,0.3,1.0,0.0005,0.9739921976592978,0.918075422626788,13.032,0.36352,16.40966523499992,0.0,0.0,-0.07648214398096971,1.0,0.9523809523809526,1.5151765018922554,0.3958556307323378,0.1544798165559768,0.5699870169623914
sigma,cwru_sigma1.0_22,cwru,proposed,full,22,0.3,1.0,0.0005,0.9856957087126138,0.8946684005201561,13.032,0.36352,33.401035714000045,0.0,0.0,-0.020849091941174312,1.0,0.9523809523809526,1.2143403491731453,0.3924538413656077,0.144605204463005,0.6149221098660836
sigma,cwru_sigma1.0_33,cwru,proposed,full,33,0.3,1.0,0.0005,0.9037711313394018,0.9141742522756828,13.032,0.36352,23.180199480999818,0.0,0.0,-0.1226011351961614,1.0,0.9523809523809526,1.3650117200268392,0.404170047214421,0.1691080927848816,0.5873321163715202
sigma,cwru_sigma1.0_44,cwru,proposed,full,44,0.3,1.0,0.0005,0.929778933680104,0.9167750325097528,13.032,0.36352,27.158310267999923,0.0,0.0,-0.05959015475631453,1.0,0.9523809523809526,1.2266065606586063,0.2928310820244405,0.1391077786684036,0.6005126598818621
sigma,cwru_sigma1.0_55,cwru,proposed,full,55,0.3,1.0,0.0005,0.9934980494148244,0.906371911573472,13.032,0.36352,25.55821456600006,0.0,0.0,-0.03871865469523731,1.0,0.9523809523809526,1.1528837125224158,0.3536981436325436,0.1347158849239349,0.5971502662294937
sigma,intel_sensor_sigma0.0_11,intel_sensor,proposed,full,11,0.3,0.0,0.0005,0.2118894457817077,0.0267675835639238,3.11357,0.060736,252.30005598499997,0.0,0.0,-0.0409274748466898,0.9510006313131313,0.9523809523809526,0.6942842342617589,0.0101989226684565,0.0635439157485961,0.7352081064408882
sigma,intel_sensor_sigma0.0_22,intel_sensor,proposed,full,22,0.3,0.0,0.0005,0.2436693459749221,0.0344609469175338,3.052695,0.060736,225.88513139099996,0.0,0.0,0.011277573251739064,0.9317850378787879,0.9523809523809526,0.8122542063278968,0.0879412383336371,0.0564821437001228,0.695667185089018
sigma,intel_sensor_sigma0.0_33,intel_sensor,proposed,full,33,0.3,0.0,0.0005,0.2336225062608719,0.0388730280101299,3.07541,0.060736,198.20005951100006,0.0,0.0,-0.0012180653135172308,0.9389551767676767,0.9523809523809526,0.8161643214382364,0.0247342939544575,0.0568010210990905,0.7241270413845309
sigma,intel_sensor_sigma0.0_44,intel_sensor,proposed,full,44,0.3,0.0,0.0005,0.1660291254520416,0.0451635420322418,3.13111,0.060736,13.515434593999998,0.0,0.0,-0.03035121981321043,0.9565372474747474,0.9523809523809526,1.0484890915341771,0.0875036753718195,0.0593607127666473,0.728993265924706
sigma,intel_sensor_sigma0.0_55,intel_sensor,proposed,full,55,0.3,0.0,0.0005,0.2102193981409073,0.0393081530928611,3.05934,0.060736,13.430923683999936,0.0,0.0,0.004197723778876251,0.9338825757575758,0.9523809523809526,0.9566880579801934,0.0895226324232836,0.056604016572237,0.7432923883991788
sigma,intel_sensor_sigma0.3_11,intel_sensor,proposed,full,11,0.3,0.3,0.0005,0.2029762417078018,0.0280755087733268,3.268445,0.060736,12.57696820900037,0.0,0.0,-0.05093841039170127,0.9998879419191918,0.9523809523809526,0.710479601545445,0.041645415804535,0.0496027097105979,0.720470066692402
sigma,intel_sensor_sigma0.3_22,intel_sensor,proposed,full,22,0.3,0.3,0.0005,0.24064502120018,0.034254141151905,3.2688,0.060736,12.301885203999973,0.0,0.0,0.003170862983014186,1.0,0.9523809523809526,0.8143913382078136,0.0854424887373081,0.0469743236899375,0.6941877842232971
sigma,intel_sensor_sigma0.3_33,intel_sensor,proposed,full,33,0.3,0.3,0.0005,0.2386293113231659,0.0416951738297939,3.268755,0.060736,12.543362964000153,0.0,0.0,-0.005262552090941395,0.9999857954545455,0.9523809523809526,0.8190579972655901,0.0202428045735883,0.0422493144869804,0.7285947464945653
sigma,intel_sensor_sigma0.3_44,intel_sensor,proposed,full,44,0.3,0.3,0.0005,0.1621772348880767,0.0433979257941246,3.26875,0.060736,13.192878667000059,0.0,0.0,-0.03550011588941732,0.999984217171717,0.9523809523809526,1.0657739239839306,0.1064686783730133,0.0519481413066387,0.7147498447239052
sigma,intel_sensor_sigma0.3_55,intel_sensor,proposed,full,55,0.3,0.3,0.0005,0.2085681706666946,0.0386354327201843,3.2688,0.060736,12.466071804999956,0.0,0.0,-0.003769286391993451,1.0,0.9523809523809526,0.9812712536502571,0.0953658513962113,0.0577703192830085,0.734680383421529
sigma,intel_sensor_sigma0.6_11,intel_sensor,proposed,full,11,0.3,0.6,0.0005,0.2041969448328018,0.0264149475842714,3.2688,0.060736,12.740336080999896,0.0,0.0,-0.05168286049558965,1.0,0.9523809523809526,0.7111312178101213,0.0416952415384383,0.0495038405060768,0.7212728060784598
sigma,intel_sensor_sigma0.6_22,intel_sensor,proposed,full,22,0.3,0.6,0.0005,0.24064502120018,0.034254141151905,3.2688,0.060736,12.919390025000212,0.0,0.0,0.003170862983014186,1.0,0.9523809523809526,0.8143913382078136,0.0854424887373081,0.0469743236899375,0.6941877842232971
sigma,intel_sensor_sigma0.6_33,intel_sensor,proposed,full,33,0.3,0.6,0.0005,0.2386353760957718,0.0416991636157035,3.2688,0.060736,12.603825687999688,0.0,0.0,-0.005271605106112711,1.0,0.9523809523809526,0.8190566047562863,0.0202444559292475,0.0423204153776168,0.7285947464945653
sigma,intel_sensor_sigma0.6_44,intel_sensor,proposed,full,44,0.3,0.6,0.0005,0.1651689112186432,0.0432447828352451,3.2688,0.060736,12.943492119999974,0.0,0.0,-0.03565082643367404,1.0,0.9523809523809526,1.0535409286001933,0.0558487088952791,0.050819743424654,0.7138613476358245
sigma,intel_sensor_sigma0.6_55,intel_sensor,proposed,full,55,0.3,0.6,0.0005,0.2085681706666946,0.0386354327201843,3.2688,0.060736,12.47307915500005,0.0,0.0,-0.003769286391993451,1.0,0.9523809523809526,0.9812712536502571,0.0953658513962113,0.0577703192830085,0.734680383421529
sigma,intel_sensor_sigma0.9_11,intel_sensor,proposed,full,11,0.3,0.9,0.0005,0.2041969448328018,0.0264149475842714,3.2688,0.060736,12.980305309000414,0.0,0.0,-0.05168286049558965,1.0,0.9523809523809526,0.7111312178101213,0.0416952415384383,0.0495038405060768,0.7212728060784598
sigma,intel_sensor_sigma0.9_22,intel_sensor,proposed,full,22,0.3,0.9,0.0005,0.24064502120018,0.034254141151905,3.2688,0.060736,12.927033492999726,0.0,0.0,0.003170862983014186,1.0,0.9523809523809526,0.8143913382078136,0.0854424887373081,0.0469743236899375,0.6941877842232971
sigma,intel_sensor_sigma0.9_33,intel_sensor,proposed,full,33,0.3,0.9,0.0005,0.2386353760957718,0.0416991636157035,3.2688,0.060736,12.63080855499993,0.0,0.0,-0.005271605106112711,1.0,0.9523809523809526,0.8190566047562863,0.0202444559292475,0.0423204153776168,0.7285947464945653
sigma,intel_sensor_sigma0.9_44,intel_sensor,proposed,full,44,0.3,0.9,0.0005,0.1651689112186432,0.0432447828352451,3.2688,0.060736,13.242557554999621,0.0,0.0,-0.03565082643367404,1.0,0.9523809523809526,1.0535409286001933,0.0558487088952791,0.050819743424654,0.7138613476358245
sigma,intel_sensor_sigma0.9_55,intel_sensor,proposed,full,55,0.3,0.9,0.0005,0.2085681706666946,0.0386354327201843,3.2688,0.060736,13.093917333000263,0.0,0.0,-0.003769286391993451,1.0,0.9523809523809526,0.9812712536502571,0.0953658513962113,0.0577703192830085,0.734680383421529
sigma,intel_sensor_sigma1.0_11,intel_sensor,proposed,full,11,0.3,1.0,0.0005,0.2041969448328018,0.0264149475842714,3.2688,0.060736,12.706588906999968,0.0,0.0,-0.05168286049558965,1.0,0.9523809523809526,0.7111312178101213,0.0416952415384383,0.0495038405060768,0.7212728060784598
sigma,intel_sensor_sigma1.0_22,intel_sensor,proposed,full,22,0.3,1.0,0.0005,0.24064502120018,0.034254141151905,3.2688,0.060736,12.602229520000037,0.0,0.0,0.003170862983014186,1.0,0.9523809523809526,0.8143913382078136,0.0854424887373081,0.0469743236899375,0.6941877842232971
sigma,intel_sensor_sigma1.0_33,intel_sensor,proposed,full,33,0.3,1.0,0.0005,0.2386353760957718,0.0416991636157035,3.2688,0.060736,13.082300518000011,0.0,0.0,-0.005271605106112711,1.0,0.9523809523809526,0.8190566047562863,0.0202444559292475,0.0423204153776168,0.7285947464945653
sigma,intel_sensor_sigma1.0_44,intel_sensor,proposed,full,44,0.3,1.0,0.0005,0.1651689112186432,0.0432447828352451,3.2688,0.060736,13.394363577999684,0.0,0.0,-0.03565082643367404,1.0,0.9523809523809526,1.0535409286001933,0.0558487088952791,0.050819743424654,0.7138613476358245
sigma,intel_sensor_sigma1.0_55,intel_sensor,proposed,full,55,0.3,1.0,0.0005,0.2085681706666946,0.0386354327201843,3.2688,0.060736,14.00570903400012,0.0,0.0,-0.003769286391993451,1.0,0.9523809523809526,0.9812712536502571,0.0953658513962113,0.0577703192830085,0.734680383421529
sigma,uci_har_sigma0.0_11,uci_har,proposed,full,11,0.3,0.0,0.0005,0.8795385137427892,0.999660671869698,203.681362,5.84192,246.90365546399994,0.0,0.0,-0.07684780023343196,0.8976264401038497,0.9523809523809526,2.4983937429394745,0.5323587194646807,0.2019292712211609,0.6604992885362602
sigma,uci_har_sigma0.0_22,uci_har,proposed,full,22,0.3,0.0,0.0005,0.8703766542246352,0.999321343739396,204.005418,5.84192,152.6324817530001,0.0,0.0,0.013233834120282733,0.8990550839722528,0.9523809523809526,2.640929204394343,0.6101285837675229,0.2711338698863983,0.7074096797224508
sigma,uci_har_sigma0.0_33,uci_har,proposed,full,33,0.3,0.0,0.0005,0.8595181540549711,0.999321343739396,210.865769,5.84192,110.53730245600013,0.0,0.0,-0.06996177375534474,0.9293017017565213,0.9523809523809526,2.1332693834944876,0.7643248597861495,0.2206056416034698,0.6665638018824256
sigma,uci_har_sigma0.0_44,uci_har,proposed,full,44,0.3,0.0,0.0005,0.8629114353579912,1.0,209.750163,5.84192,155.90362110399997,0.0,0.0,-0.08949433493473095,0.9243835696320635,0.9523809523809526,2.963228767879088,0.7872811071385212,0.2789143621921539,0.6931133625410734
sigma,uci_har_sigma0.0_55,uci_har,proposed,full,55,0.3,0.0,0.0005,0.8744485917882593,0.999660671869698,210.478873,5.84192,20.694738499000323,0.0,0.0,0.006273529374339116,0.9275959393128068,0.9523809523809526,2.490127838773954,0.7110285411283435,0.1855485141277313,0.7171457598756947
sigma,uci_har_sigma0.3_11,uci_har,proposed,full,11,0.3,0.3,0.0005,0.8825924669155073,0.999660671869698,224.209631,5.84192,18.974866346,0.0,0.0,-0.10674231105377606,0.9881346852054683,0.9523809523809526,2.500008262999303,0.6342342088618079,0.1892479360103607,0.6457103112363559
sigma,uci_har_sigma0.3_22,uci_har,proposed,full,22,0.3,0.3,0.0005,0.8659653885307091,0.999321343739396,226.71972,5.84192,19.98914411600026,0.0,0.0,-0.024828009135017703,0.9992016043973877,0.9523809523809526,2.653429898029192,0.7675981248166687,0.2674985229969024,0.701508242721852
sigma,uci_har_sigma0.3_33,uci_har,proposed,full,33,0.3,0.3,0.0005,0.8642687478791992,0.999321343739396,224.637678,5.84192,19.782361159000175,0.0,0.0,-0.08423481468435563,0.9900217283274511,0.9523809523809526,2.119478941444688,0.7269787002326582,0.2079432606697082,0.6755362068641985
sigma,uci_har_sigma0.3_44,uci_har,proposed,full,44,0.3,0.3,0.0005,0.8564642008822532,0.999660671869698,225.392707,5.84192,19.544910689000062,0.0,0.0,-0.11024219506411749,0.9933509036144578,0.9523809523809526,2.8210767834942416,0.7595144262365154,0.257733404636383,0.6742316568410582
sigma,uci_har_sigma0.3_55,uci_har,proposed,full,55,0.3,0.3,0.0005,0.8836104513064132,0.999660671869698,224.290874,5.84192,20.509040814999935,0.0,0.0,-0.04199013439055882,0.9884926574986818,0.9523809523809526,2.473591438609217,0.7736461474880979,0.1786185652017593,0.716435336182859
sigma,uci_har_sigma0.6_11,uci_har,proposed,full,11,0.3,0.6,0.0005,0.8819138106549033,0.999660671869698,226.9008,5.84192,19.3402910599998,0.0,0.0,-0.10845056668151784,1.0,0.9523809523809526,2.50730625101631,0.7216973179755204,0.1845818608999252,0.6372320527722545
sigma,uci_har_sigma0.6_22,uci_har,proposed,full,22,0.3,0.6,0.0005,0.8659653885307091,0.999321343739396,226.9008,5.84192,19.736736628000017,0.0,0.0,-0.025376884428201126,1.0,0.9523809523809526,2.653425416536585,0.767553962862776,0.2670641243457794,0.701508242721852
sigma,uci_har_sigma0.6_33,uci_har,proposed,full,33,0.3,0.6,0.0005,0.8581608415337632,0.999321343739396,226.9008,5.84192,20.028271187999962,0.0,0.0,-0.08907057165123732,1.0,0.9523809523809526,2.11954160065413,0.7672479530154024,0.2049895226955413,0.6666337464816552
sigma,uci_har_sigma0.6_44,uci_har,proposed,full,44,0.3,0.6,0.0005,0.8612147947064812,0.999660671869698,226.9008,5.84192,19.508323491999818,0.0,0.0,-0.11535482035257422,1.0,0.9523809523809526,2.900640655009429,0.7872368932882936,0.2516871094703674,0.6783280469804981
sigma,uci_har_sigma0.6_55,uci_har,proposed,full,55,0.3,0.6,0.0005,0.8822531387852053,0.999660671869698,226.9008,5.84192,20.45499103300017,0.0,0.0,-0.05130767099959958,1.0,0.9523809523809526,2.480537840981781,0.7909435989806687,0.1813111901283264,0.6859363984528324
sigma,uci_har_sigma0.9_11,uci_har,proposed,full,11,0.3,0.9,0.0005,0.8819138106549033,0.999660671869698,226.9008,5.84192,21.03258119899965,0.0,0.0,-0.10845056668151784,1.0,0.9523809523809526,2.50730625101631,0.7216973179755204,0.1845818608999252,0.6372320527722545
sigma,uci_har_sigma0.9_22,uci_har,proposed,full,22,0.3,0.9,0.0005,0.8659653885307091,0.999321343739396,226.9008,5.84192,19.952336796000054,0.0,0.0,-0.025376884428201126,1.0,0.9523809523809526,2.653425416536585,0.767553962862776,0.2670641243457794,0.701508242721852
sigma,uci_har_sigma0.9_33,uci_har,proposed,full,33,0.3,0.9,0.0005,0.8581608415337632,0.999321343739396,226.9008,5.84192,20.356783697000083,0.0,0.0,-0.08907057165123732,1.0,0.9523809523809526,2.11954160065413,0.7672479530154024,0.2049895226955413,0.6666337464816552
sigma,uci_har_sigma0.9_44,uci_har,proposed,full,44,0.3,0.9,0.0005,0.8612147947064812,0.999660671869698,226.9008,5.84192,19.729472403000273,0.0,0.0,-0.11535482035257422,1.0,0.9523809523809526,2.900640655009429,0.7872368932882936,0.2516871094703674,0.6783280469804981
sigma,uci_har_sigma0.9_55,uci_har,proposed,full,55,0.3,0.9,0.0005,0.8822531387852053,0.999660671869698,226.9008,5.84192,20.18482534099985,0.0,0.0,-0.05130767099959958,1.0,0.9523809523809526,2.480537840981781,0.7909435989806687,0.1813111901283264,0.6859363984528324
sigma,uci_har_sigma1.0_11,uci_har,proposed,full,11,0.3,1.0,0.0005,0.8819138106549033,0.999660671869698,226.9008,5.84192,19.338040361000367,0.0,0.0,-0.10845056668151784,1.0,0.9523809523809526,2.50730625101631,0.7216973179755204,0.1845818608999252,0.6372320527722545
sigma,uci_har_sigma1.0_22,uci_har,proposed,full,22,0.3,1.0,0.0005,0.8659653885307091,0.999321343739396,226.9008,5.84192,20.089899208000134,0.0,0.0,-0.025376884428201126,1.0,0.9523809523809526,2.653425416536585,0.767553962862776,0.2670641243457794,0.701508242721852
sigma,uci_har_sigma1.0_33,uci_har,proposed,full,33,0.3,1.0,0.0005,0.8581608415337632,0.999321343739396,226.9008,5.84192,19.686076200000116,0.0,0.0,-0.08907057165123732,1.0,0.9523809523809526,2.11954160065413,0.7672479530154024,0.2049895226955413,0.6666337464816552
sigma,uci_har_sigma1.0_44,uci_har,proposed,full,44,0.3,1.0,0.0005,0.8612147947064812,0.999660671869698,226.9008,5.84192,20.2134460379998,0.0,0.0,-0.11535482035257422,1.0,0.9523809523809526,2.900640655009429,0.7872368932882936,0.2516871094703674,0.6783280469804981
sigma,uci_har_sigma1.0_55,uci_har,proposed,full,55,0.3,1.0,0.0005,0.8822531387852053,0.999660671869698,226.9008,5.84192,19.07588800700023,0.0,0.0,-0.05130767099959958,1.0,0.9523809523809526,2.480537840981781,0.7909435989806687,0.1813111901283264,0.6859363984528324
eta,cwru_eta0.0005_11,cwru,proposed,full,11,0.3,0.6,0.0005,0.9739921976592978,0.918075422626788,13.032,0.36352,31.98937940299993,0.0,0.0,-0.07648214398096971,1.0,0.9523809523809526,1.5151765018922554,0.3958556307323378,0.1544798165559768,0.5699870169623914
eta,cwru_eta0.0005_22,cwru,proposed,full,22,0.3,0.6,0.0005,0.9856957087126138,0.8946684005201561,13.032,0.36352,23.655171310000014,0.0,0.0,-0.020849091941174312,1.0,0.9523809523809526,1.2143403491731453,0.3924538413656077,0.144605204463005,0.6149221098660836
eta,cwru_eta0.0005_33,cwru,proposed,full,33,0.3,0.6,0.0005,0.9037711313394018,0.9141742522756828,13.032,0.36352,25.584419992999983,0.0,0.0,-0.1226011351961614,1.0,0.9523809523809526,1.3650117200268392,0.404170047214421,0.1691080927848816,0.5873321163715202
eta,cwru_eta0.0005_44,cwru,proposed,full,44,0.3,0.6,0.0005,0.929778933680104,0.9167750325097528,13.032,0.36352,11.045852905999936,0.0,0.0,-0.05959015475631453,1.0,0.9523809523809526,1.2266065606586063,0.2928310820244405,0.1391077786684036,0.6005126598818621
eta,cwru_eta0.0005_55,cwru,proposed,full,55,0.3,0.6,0.0005,0.9934980494148244,0.906371911573472,13.032,0.36352,7.371435615999985,0.0,0.0,-0.03871865469523731,1.0,0.9523809523809526,1.1528837125224158,0.3536981436325436,0.1347158849239349,0.5971502662294937
eta,cwru_eta0.1_11,cwru,proposed,full,11,0.3,0.6,0.1,0.9739921976592978,0.918075422626788,13.032,0.36352,7.996739624000043,0.0,0.0,-0.07648214398096971,1.0,0.9523809523809526,1.5151765018922554,0.3958556307323378,0.1544798165559768,0.5699870169623914
eta,cwru_eta0.1_22,cwru,proposed,full,22,0.3,0.6,0.1,0.9856957087126138,0.8946684005201561,13.032,0.36352,11.725942408000037,0.0,0.0,-0.020849091941174312,1.0,0.9523809523809526,1.2143403491731453,0.3924538413656077,0.144605204463005,0.6149221098660836
